index,title,authors,type
570,Zero-Shot Transfer Learning with Synthesized Data for Multi-Domain Dialogue State Tracking,"Giovanni Campagna, Agata Foryciarz, Mehrad Moradshahi and Monica Lam",long
571,ZeroShotCeres: Zero-Shot Relation Extraction from Semi-Structured Webpages,"Colin Lockard, Prashant Shiralkar, Xin Luna Dong and Hannaneh Hajishirzi",long
572,long,long,long
573,A Diverse Corpus for Evaluating and Developing English Math Word Problem Solvers,"Shen-yun Miao, Chao-Chun Liang and Keh-Yih Su",short
574,A Frame-based Sentence Representation for Machine Reading Comprehension,"Shaoru Guo, Ru Li, Hongye Tan, Xiaoli Li, Yong Guan, Hongyan Zhao and Yueping Zhang",short
575,A Large-Scale Multi-Document Summarization Dataset from the Wikipedia Current Events Portal,"Demian Gholipour Ghalandari, Chris Hokamp, Nghia The Pham, John Glover and Georgiana Ifrim",short
576,A Multi-Perspective Architecture for Semantic Code Search,"Rajarshi Haldar, Lingfei Wu, JinJun Xiong and Julia Hockenmaier",short
577,A negative case analysis of visual grounding methods for VQA,"Robik Shrestha, Kushal Kafle and Christopher Kanan",short
578,A Probabilistic Generative Model for Typographical Analysis of Early Modern Printing,"Kartik Goyal, Chris Dyer, Christopher Warren, Maxwell G’Sell and Taylor Berg-Kirkpatrick",short
579,A Re-evaluation of Knowledge Graph Completion Methods,"Zhiqing Sun, Shikhar Vashishth, Soumya Sanyal, Partha Talukdar and Yiming Yang",short
580,A Relational Memory-based Embedding Model for Triple Classification and Search Personalization,"Dai Quoc Nguyen, Tu Nguyen and Dinh Phung",short
581,A Relaxed Matching Procedure for Unsupervised BLI,"Xu Zhao, Zihao Wang, Yong Zhang and Hao Wu",short
582,A Retrieve-and-Rewrite Initialization Method for Unsupervised Machine Translation,"Shuo Ren, Yu Wu, Shujie Liu, Ming Zhou and Shuai Ma",short
583,A Simple and Effective Unified Encoder for Document-Level Machine Translation,"Shuming Ma, Dongdong Zhang and Ming Zhou",short
584,A Tale of a Probe and a Parser,"Rowan Hall Maudslay, Josef Valvoda, Tiago Pimentel, Adina Williams and Ryan Cotterell",short
585,A Three-Parameter Rank-Frequency Relation in Natural Languages,"Chenchen Ding, Masao Utiyama and Eiichiro Sumita",short
586,A Transformer-based Approach for Source Code Summarization,"Wasi Ahmad, Saikat Chakraborty, Baishakhi Ray and Kai-Wei Chang",short
587,A Two-Stage Masked LM Method for Term Set Expansion,"Guy Kushilevitz, Shaul Markovitch and Yoav Goldberg",short
588,A Two-Step Approach for Implicit Event Argument Detection,"Zhisong Zhang, Xiang Kong, Zhengzhong Liu, Xuezhe Ma and Eduard Hovy",short
589,Active Learning for Coreference Resolution using Discrete Annotation,"Belinda Z. Li, Gabriel Stanovsky and Luke Zettlemoyer",short
590,An Empirical Comparison of Unsupervised Constituency Parsing Methods,"Jun Li, Yifan Cao, Jiong Cai, Yong Jiang and Kewei Tu",short
591,Analyzing the Persuasive Effect of Style in News Editorial Argumentation,"Roxanne El Baff, Henning Wachsmuth, Khalid Al Khatib and Benno Stein",short
592,Are we Estimating or Guesstimating Translation Quality?,"Shuo Sun, Francisco Guzmán and Lucia Specia",short
593,Attend to Medical Ontologies: Content Selection for Clinical Abstractive Summarization,"Sajad Sotudeh Gharebagh, Nazli Goharian and Ross Filice",short
594,Autoencoding Keyword Correlation Graph for Document Clustering,"Billy Chiu, Sunil Kumar Sahu, Derek Thomas, Neha Sengupta and Mohammady Mahdy",short
595,Automated Topical Component Extraction Using Neural Network Attention Scores from Source-based Essay Scoring,Haoran Zhang and Diane Litman,short
596,Automatic Machine Translation Evaluation using Source Language Inputs and Cross-lingual Language Model,"Kosuke Takahashi, Katsuhito Sudoh and Satoshi Nakamura",short
597,Bayesian Hierarchical Words Representation Learning,"Oren Barkan, Idan Rejwan, Avi Caciularu and Noam Koenigstein",short
598,Benefits of Intermediate Annotations in Reading Comprehension,"Dheeru Dua, Sameer Singh and Matt Gardner",short
599,Camouflaged Chinese Spam Content Detection with Semi-supervised Generative Active Learning,"Zhuoren Jiang, Zhe Gao, Yu Duan, Yangyang Kang, Changlong Sun, Qiong Zhang and Xiaozhong Liu",short
600,Character-Level Translation with Self-attention,"Yingqiang Gao, Nikola I. Nikolov, Yuhuang Hu and Richard H.R. Hahnloser",short
601,ClarQ: A large-scale and diverse dataset for Clarification Question Generation,Vaibhav Kumar and Alan W Black,short
602,Classification-Based Self-Learning for Weakly Supervised Bilingual Lexicon Induction,"Mladen Karan, Ivan Vulić, Anna Korhonen and Goran Glavaš",short
603,Clinical Concept Linking with Contextualized Neural Representations,"Elliot Schumacher, Andriy Mulyar and Mark Dredze",short
604,Closing the Gap: Joint De-Identification and Concept Extraction in the Clinical Domain,"Lukas Lange, Heike Adel and Jannik Strötgen",short
605,Coach: A Coarse-to-Fine Approach for Cross-domain Slot Filling,"Zihan Liu, Genta Indra Winata, Peng Xu and Pascale Fung",short
606,"Code-switching patterns can be an effective route to improve performance of downstream NLP applications: A case study of humour, sarcasm and hate speech detection","Srijan Bansal, Vishal Garimella, Ayush Suhane, Jasabanta Patro and Animesh Mukherjee",short
607,Composing Elementary Discourse Units in Abstractive Summarization,"Zhenwen Li, Wenhao Wu and Sujian Li",short
608,Content Word Aware Neural Machine Translation,"Kehai Chen, Rui Wang, Masao Utiyama and Eiichiro Sumita",short
609,Contextual Embeddings: When Are They Worth It?,"Simran Arora, Avner May, Jian Zhang and Christopher Ré",short
610,Contextual Neural Machine Translation Improves Translation of Cataphoric Pronouns,"KayYen Wong, Sameen Maruf and Gholamreza Haffari",short
611,Contextualized Sparse Representations for Real-Time Open-Domain Question Answering,"Jinhyuk Lee, Minjoon Seo, Hannaneh Hajishirzi and Jaewoo Kang",short
612,Contextualizing Hate Speech Classifiers with Post-hoc Explanation,"Brendan Kennedy, Xisen Jin, Aida Mostafazadeh Davani, Morteza Dehghani and Xiang Ren",short
613,Contrastive Self-Supervised Learning for Commonsense Reasoning,Tassilo Klein and Moin Nabi,short
614,Controlled Crowdsourcing for High-Quality QA-SRL Annotation,"Paul Roit, Ayal Klein, Daniela Stepanov, Jonathan Mamou, Julian Michael, Gabriel Stanovsky, Luke Zettlemoyer and Ido Dagan",short
615,Conversational Word Embedding for Retrieval-Based Dialog System,"Wentao Ma, Yiming Cui, Ting Liu, Dong Wang, Shijin Wang and Guoping Hu",short
616,Crawling and Preprocessing Mailing Lists At Scale for Dialog Analysis,"Janek Bevendorff, Khalid Al Khatib, Martin Potthast and Benno Stein",short
617,Crossing Variational Autoencoders for Answer Retrieval,"Wenhao Yu, Lingfei Wu, Qingkai Zeng, Shu Tao, Yu Deng and Meng Jiang",short
618,DeeBERT: Dynamic Early Exiting for Accelerating BERT Inference,"Ji Xin, Raphael Tang, Jaejun Lee, Yaoliang Yu and Jimmy Lin",short
619,Designing Precise and Robust Dialogue Response Evaluators,"Tianyu Zhao, Divesh Lala and Tatsuya Kawahara",short
620,Dialogue State Tracking with Explicit Slot Connection Modeling,"Yawen Ouyang, Moxin Chen, Xinyu Dai, Yinggong Zhao, Shujian Huang and Jiajun Chen",short
621,Do Transformers Need Deep Long-Range Memory?,Jack Rae and Ali Razavi,short
622,Do you have the right scissors? Tailoring Pre-trained Language Models via Monte-Carlo Methods,"Ning Miao, Yuxuan Song, Hao Zhou and Lei Li",short
623,Does Multi-Encoder Help? A Case Study on Context-Aware Neural Machine Translation,"Bei Li, Hui Liu, Ziyang Wang, Yufan Jiang, Tong Xiao, Jingbo Zhu, Tongran Liu and Changliang Li",short
624,Don’t Eclipse Your Arts Due to Small Discrepancies: Boundary Repositioning with a Pointer Network for Aspect Extraction,"Zhenkai Wei, Yu Hong, Bowei Zou, Meng Cheng and Jianmin Yao",short
625,Dscorer: A Fast Evaluation Metric for Discourse Representation Structure Parsing,"Jiangming Liu, Shay B. Cohen and Mirella Lapata",short
626,Dynamic Memory Induction Networks for Few-Shot Text Classification,"Ruiying Geng, Binhua Li, Yongbin Li, Jian Sun and Xiaodan Zhu",short
627,Dynamic Sampling Strategies for Multi-Task Reading Comprehension,"Ananth Gottumukkala, Dheeru Dua, Sameer Singh and Matt Gardner",short
628,Dynamically Adjusting Transformer Batch Size by Monitoring Gradient Direction Change,"Hongfei Xu, Josef van Genabith, Deyi Xiong and Qiuhui Liu",short
629,Efficient strategies for hierarchical text classification: external knowledge and auxiliary tasks,"Kervy Rivas Rojas, Gina Bustamante, Arturo Oncevay and Marco Antonio Sobrevilla Cabezudo",short
630,Embarrassingly Simple Unsupervised Aspect Extraction,Stéphan Tulkens and Andreas van Cranenburgh,short
631,Enabling Language Models to Fill in the Blanks,"Chris Donahue, Mina Lee and Percy Liang",short
632,Encoder-Decoder Models Can Benefit from Pre-trained Masked Language Models in Grammatical Error Correction,"Masahiro Kaneko, Masato Mita, Shun Kiyono, Jun Suzuki and Kentaro Inui",short
633,ENGINE: Energy-Based Inference Networks for Non-Autoregressive Machine Translation,"Lifu Tu, Richard Yuanzhe Pang, Sam Wiseman and Kevin Gimpel",short
634,Enhancing Machine Translation with Dependency-Aware Self-Attention,Emanuele Bugliarello and Naoaki Okazaki,short
635,Enhancing Pre-trained Chinese Character Representation with Word-aligned Attention,"Yanzeng Li, Bowen Yu, Xue Mengge and Tingwen Liu",short
636,Enriched In-Order Linearization for Faster Sequence-to-Sequence Constituent Parsing,Daniel Fernández-González and Carlos Gómez-Rodríguez,short
637,Entity-Aware Dependency-Based Deep Graph Attention Network for Comparative Preference Classification,"Nianzu Ma, Sahisnu Mazumder, Hao Wang and Bing Liu",short
638,Estimating Mutual Information Between Dense Word Embeddings,"Vitalii Zhelezniak, Aleksandar Savkov and Nils Hammerla",short
639,Evaluating Dialogue Generation Systems via Response Selection,"Shiki Sato, Reina Akama, Hiroki Ouchi, Jun Suzuki and Kentaro Inui",short
640,Evaluating Robustness to Input Perturbations for Neural Machine Translation,"Xing Niu, Prashant Mathur, Georgiana Dinu and Yaser Al-Onaizan",short
641,Every Document Owns Its Structure: Inductive Text Classification via Graph Neural Networks,"Yufeng Zhang, Xueli Yu, Zeyu Cui, Shu Wu, Zhongzhen Wen and Liang Wang",short
642,ExpBERT: Representation Engineering with Natural Language Explanations,"Shikhar Murty, Pang Wei Koh and Percy Liang",short
643,Exploiting Personal Characteristics of Debaters for Predicting Persuasiveness,"Khalid Al Khatib, Michael Völske, Shahbaz Syed, Nikolay Kolyada and Benno Stein",short
644,Exploring Content Selection in Summarization of Novel Chapters,"Faisal Ladhak, Bryan Li, Yaser Al-Onaizan and Kathy McKeown",short
645,Fact-based Content Weighting for Evaluating Abstractive Summarisation,"Xinnuo Xu, Ondřej Dušek, Jingyi Li, Verena Rieser and Ioannis Konstas",short
646,"Fatality Killed the Cat or: BabelPic, a Multimodal Dataset for Non-Concrete Concepts","Agostina Calabrese, Michele Bevilacqua and Roberto Navigli",short
647,Few-Shot NLG with Pre-Trained Language Model,"Zhiyu Chen, Harini Eavani, Wenhu Chen, Yinyin Liu and William Yang Wang",short
648,FLAT: Chinese NER Using Flat-Lattice Transformer,"Xiaonan Li, Hang Yan, Xipeng Qiu and Xuanjing Huang",short
649,GAN-BERT: Generative Adversarial Learning for Robust Text Classification with a Bunch of Labeled Examples,"Danilo Croce, Giuseppe Castellucci and Roberto Basili",short
650,Geometry-aware domain adaptation for unsupervised alignment of word embeddings,"Pratik Jawanpuria, Mayank Meghwanshi and Bamdev Mishra",short
651,"Give Me Convenience and Give Her Death: Who Should Decide What Uses of NLP are Appropriate, and on What Basis?","Kobi Leins, Jey Han Lau and Timothy Baldwin",short
652,Glyph2Vec: Learning Chinese Out-of-Vocabulary Word Embedding from Glyphs,"Hong-You Chen, SZ-HAN YU and Shou-de Lin",short
653,GPT-too: A language-model-first approach for AMR-to-text generation,"Manuel Mager, Ramón Fernandez Astudillo, Tahira Naseem, Md Arafat Sultan, Young-Suk Lee, Radu Florian and Salim Roukos",short
654,How Can We Accelerate Progress Towards Human-like Linguistic Generalization?,Tal Linzen,short
655,Hypernymy Detection for Low-Resource Languages via Meta Learning,"Changlong Yu, Jialong Han, Haisong Zhang and Wilfred Ng",short
656,Identifying Principals and Accessories in a Complex Case based on the Comprehension of Fact Description,"Yakun Hu, Zhunchen Luo and Wenhan Chao",short
657,Implicit Discourse Relation Classification: We Need to Talk about Evaluation,"Najoung Kim, Song Feng, Chulaka Gunasekara and Luis Lastras",short
658,Improved Speech Representations with Multi-Target Autoregressive Predictive Coding,Yu-An Chung and James Glass,short
659,Improving Entity Linking through Semantic Reinforced Entity Embeddings,"Feng Hou, Ruili Wang, Jun He and Yi Zhou",short
660,Improving Low-Resource Named Entity Recognition using Joint Sentence and Token Labeling,"Canasai Kruengkrai, Thien Hai Nguyen, Sharifah Mahani Aljunied and Lidong Bing",short
661,Improving Non-autoregressive Neural Machine Translation with Monolingual Data,Jiawei Zhou and Phillip Keung,short
662,Incorporating External Knowledge through Pre-training for Natural Language to Code Generation,"Frank F. Xu, Zhengbao Jiang, Pengcheng Yin, Bogdan Vasilescu and Graham Neubig",short
663,Instance-Based Learning of Span Representations: A Case Study through Named Entity Recognition,"Hiroki Ouchi, Jun Suzuki, Sosuke Kobayashi, Sho Yokoi, Tatsuki Kuribayashi, Ryuto Konno and Kentaro Inui",short
664,Interpretable Operational Risk Classification with Semi-Supervised Variational Autoencoder,"Fan Zhou, Shengming Zhang and Yi Yang",short
665,Interpreting Twitter User Geolocation,"Ting Zhong, Tianliang Wang, Fan Zhou, Goce Trajcevski, Kunpeng Zhang and Yi Yang",short
666,Is Your Classifier Actually Biased? Measuring Fairness under Uncertainty with Bernstein Bounds,Kawin Ethayarajh,short
667,It’s Easier to Translate out of English than into it: Measuring Neural Translation Difficulty by Cross-Mutual Information,"Emanuele Bugliarello, Sabrina J. Mielke, Antonios Anastasopoulos, Ryan Cotterell and Naoaki Okazaki",short
668,Keyphrase Generation for Scientific Document Retrieval,"Florian Boudin, Ygor Gallina and Akiko Aizawa",short
669,Knowledge Supports Visual Language Grounding: A Case Study on Colour Terms,Simeon Schüz and Sina Zarrieß,short
670,Language-aware Interlingua for Multilingual Neural Machine Translation,"Changfeng Zhu, Heng Yu, Shanbo Cheng and Weihua Luo",short
671,Learning an Unreferenced Metric for Online Dialogue Evaluation,"Koustuv Sinha, Prasanna Parthasarathi, Jasmine Wang, Ryan Lowe, William L. Hamilton and Joelle Pineau",short
672,Learning Implicit Text Generation via Feature Matching,"Inkit Padhi, Pierre Dognin, Ke Bai, Cícero Nogueira dos Santos, Vijil Chenthamarakshan, Youssef Mroueh and Payel Das",short
673,Learning Low-Resource End-To-End Goal-Oriented Dialog for Fast and Reliable System Deployment,"Yinpei Dai, Hangyu Li, Chengguang Tang, Yongbin Li, Jian Sun and Xiaodan Zhu",short
674,Learning Robust Models for e-Commerce Product Search,"Thanh Nguyen, Nikhil Rao and Karthik Subbian",short
675,Learning Spoken Language Representations with Neural Lattice Language Modeling,Chao-Wei Huang and Yun-Nung Chen,short
676,Learning to Tag OOV Tokens by Integrating Contextual Representation and Background Knowledge,"Keqing He, Yuanmeng Yan and Weiran XU",short
677,Learning to Understand Child-directed and Adult-directed Speech,"Lieke Gelderloos, Grzegorz Chrupała and Afra Alishahi",short
678,Let Me Choose: From Verbal Context to Font Selection,"Amirreza Shirani, Franck Dernoncourt, Jose Echevarria, Paul Asente, Nedim Lipka and Thamar Solorio",short
679,Leveraging Monolingual Data with Self-Supervision for Multilingual Neural Machine Translation,"Aditya Siddhant, Ankur Bapna, Yuan Cao, Orhan Firat, Mia Chen, Sneha Kudugunta, Naveen Arivazhagan and Yonghui Wu",short
680,Lexically Constrained Neural Machine Translation with Levenshtein Transformer,"Raymond Hendy Susanto, Shamil Chollampatt and Liling Tan",short
681,Lipschitz Constrained Parameter Initialization for Deep Transformers,"Hongfei Xu, Qiuhui Liu, Josef van Genabith, Deyi Xiong and Jingyi Zhang",short
682,Logic-Guided Data Augmentation and Regularization for Consistent Question Answering,Akari Asai and Hannaneh Hajishirzi,short
683,Low Resource Sequence Tagging using Sentence Reconstruction,"Tal Perl, Sriram Chaudhury and Raja Giryes",short
684,Make Up Your Mind! Adversarial Generation of Inconsistent Natural Language Explanations,"Oana-Maria Camburu, Brendan Shillingford, Pasquale Minervini, Thomas Lukasiewicz and Phil Blunsom",short
685,Masking Actor Information Leads to Fairer Political Claims Detection,Erenay Dayanik and Sebastian Padó,short
686,Meta-Transfer Learning for Code-Switched Speech Recognition,"Genta Indra Winata, Samuel Cahyawijaya, Zhaojiang Lin, Zihan Liu, Peng Xu and Pascale Fung",short
687,Mitigating Gender Bias Amplification in Distribution by Posterior Regularization,"Shengyu Jia, Tao Meng, Jieyu Zhao and Kai-Wei Chang",short
688,Modeling Label Semantics for Predicting Emotional Reactions,"Radhika Gaonkar, Heeyoung Kwon, Mohaddeseh Bastan, Niranjan Balasubramanian and Nathanael Chambers",short
689,Modeling Long Context for Task-Oriented Dialogue State Generation,Jun Quan and Deyi Xiong,short
690,Modeling Word Formation in English–German Neural Machine Translation,Marion Weller-Di Marco and Alexander Fraser,short
691,MOOCCube: A Large-scale Data Repository for NLP Applications in MOOCs,"Jifan Yu, Gan Luo, Tong Xiao, Qingyang Zhong, Yuquan Wang, Wenzheng Feng, Junyi Luo, Chenyu Wang, Lei Hou, Juanzi Li, Zhiyuan Liu and Jie Tang",short
692,Multimodal and Multiresolution Speech Recognition with Transformers,"Georgios Paraskevopoulos, Srinivas Parthasarathy, Aparna Khare and Shiva Sundaram",short
693,Multimodal Quality Estimation for Machine Translation,"Shu Okabe, Frédéric Blain and Lucia Specia",short
694,Multimodal Transformer for Multimodal Machine Translation,Shaowei Yao and Xiaojun Wan,short
695,Named Entity Recognition as Dependency Parsing,"Juntao Yu, Bernd Bohnet and Massimo Poesio",short
696,"Negated and Misprimed Probes for Pretrained Language Models: Birds Can Talk, But Cannot Fly",Nora Kassner and Hinrich Schütze,short
697,Neural Graph Matching Networks for Chinese Short Text Matching,"Lu Chen, Yanbin Zhao, Boer Lv, Lesheng Jin, Zhi Chen, Su Zhu and Kai Yu",short
698,Neural Temporal Opinion Modelling for Opinion Prediction on Twitter,"Lixing Zhu, Yulan He and Deyu Zhou",short
699,Neural-DINF: A Neural Network based Framework for Measuring Document Inﬂuence,"Jie Tan, Changlin Yang, Ying Li, Siliang Tang, Chen Huang and Yueting Zhuang",short
700,Non-Linear Instance-Based Cross-Lingual Mapping for Non-Isomorphic Embedding Spaces,Goran Glavaš and Ivan Vulić,short
701,“None of the Above”: Measure Uncertainty in Dialog Response Retrieval,"Yulan Feng, Shikib Mehri, Maxine Eskenazi and Tiancheng Zhao",short
702,"On Exposure Bias, Hallucination and Domain Shift in Neural Machine Translation",Chaojun Wang and Rico Sennrich,short
703,On Forgetting to Cite Older Papers: An Analysis of the ACL Anthology,Marcel Bollmann and Desmond Elliott,short
704,On Importance Sampling-Based Evaluation of Latent Language Models,"Robert L Logan IV, Matt Gardner and Sameer Singh",short
705,On the Importance of Diversity in Question Generation for QA,"Md Arafat Sultan, Shubham Chandel, Ramón Fernandez Astudillo and Vittorio Castelli",short
706,On the Spontaneous Emergence of Discrete and Compositional Signals,"Nur Geffen Lan, Emmanuel Chemla and Shane Steinert-Threlkeld",short
707,OpinionDigest: A Simple Framework for Opinion Summarization,"Yoshihiko Suhara, Xiaolan Wang, Stefanos Angelidis and Wang-Chiew Tan",short
708,Opportunistic Decoding with Timely Correction for Simultaneous Translation,"Renjie Zheng, Mingbo Ma, Baigong Zheng, Kaibo Liu and Liang Huang",short
709,Overestimation of Syntactic Representation in Neural Language Models,Jordan Kodner and Nitish Gupta,short
710,Parallel Data Augmentation for Formality Style Transfer,"Yi Zhang, Tao Ge and Xu SUN",short
711,Parallel Sentence Mining by Constrained Decoding,"Pinzhen Chen, Nikolay Bogoychev, Kenneth Heafield and Faheem Kirefu",short
712,Posterior Calibrated Training on Sentence Classification Tasks,"Taehee Jung, Dongyeop Kang, Hua Cheng, Lucas Mentch and Thomas Schaaf",short
713,Predicting Degrees of Technicality in Automatic Terminology Extraction,"Anna Hätty, Dominik Schlechtweg, Michael Dorna and Sabine Schulte im Walde",short
714,Pretrained Transformers Improve Out-of-Distribution Robustness,"Dan Hendrycks, Xiaoyuan Liu, Eric Wallace, Adam Dziedzic, Rishabh Krishnan and Dawn Song",short
715,Quantifying Attention Flow in Transformers,Samira Abnar and Willem Zuidema,short
716,Query Graph Generation for Answering Multi-hop Complex Questions from Knowledge Bases,Yunshi Lan and Jing Jiang,short
717,R4C: A Benchmark for Evaluating RC Systems to Get the Right Answer for the Right Reason,"Naoya Inoue, Pontus Stenetorp and Kentaro Inui",short
718,Recollection versus Imagination: Exploring Human Memory and Cognition via Neural Language Models,"Maarten Sap, Eric Horvitz, Yejin Choi, Noah A. Smith and James Pennebaker",short
719,Recursive Template-based Frame Generation for Task Oriented Dialog,Rashmi Gangadharaiah and Balakrishnan Narayanaswamy,short
720,Regularized Context Gates on Transformer for Machine Translation,"Xintong Li, Lemao Liu, Rui Wang, Guoping Huang and Max Meng",short
721,Relation Extraction with Explanation,"Hamed Shahbazi, Xiaoli Fern, Reza Ghaeini and Prasad Tadepalli",short
722,Representations of Syntax [MASK] Useful: Effects of Constituency and Dependency Structure in Recursive LSTMs,"Michael Lepori, Tal Linzen and R. Thomas McCoy",short
723,Returning the N to NLP: Towards Contextually Personalized Classification Models,Lucie Flek,short
724,Reverse Engineering Configurations of Neural Text Generation Models,"Yi Tay, Dara Bahri, Che Zheng, Clifford Brunk, Donald Metzler and Andrew Tomkins",short
725,Revisiting Higher-Order Dependency Parsers,Erick Fonseca and André F. T. Martins,short
726,Revisiting Unsupervised Relation Extraction,"Thy Thy Tran, Phong Le and Sophia Ananiadou",short
727,SAFER: A Structure-free Approach for Certified Robustness to Adversarial Word Substitutions,"Mao Ye, Chengyue Gong and Qiang Liu",short
728,Self-Attention Guided Copy Mechanism for Abstractive Summarization,"Song Xu, Haoran Li, Peng Yuan, Youzheng Wu, Xiaodong He and Bowen Zhou",short
729,Self-Attention with Cross-Lingual Position Representation,"Liang Ding, Longyue Wang and Dacheng Tao",short
730,Sentence Meta-Embeddings for Unsupervised Semantic Textual Similarity,"Nina Poerner, Ulli Waltinger and Hinrich Schütze",short
731,Shape of synth to come: Why we should use synthetic data for English surface realization,"Henry Elder, Robert Burke, Alexander O’Connor and Jennifer Foster",short
732,Shaping Visual Representations with Language for Few-Shot Classification,"Jesse Mu, Percy Liang and Noah Goodman",short
733,Showing Your Work Doesn’t Always Work,"Raphael Tang, Jaejun Lee, Ji Xin, Xinyu Liu, Yaoliang Yu and Jimmy Lin",short
734,Simple and Effective Retrieve-Edit-Rerank Text Generation,"Nabil Hossain, Marjan Ghazvininejad and Luke Zettlemoyer",short
735,Simultaneous Translation Policies: From Fixed to Adaptive,"Baigong Zheng, Kaibo Liu, Renjie Zheng, Mingbo Ma, Hairong Liu and Liang Huang",short
736,Single Model Ensemble using Pseudo-Tags and Distinct Vectors,"Ryosuke Kuwabara, Jun Suzuki and Hideki Nakayama",short
737,Smart To-Do: Automatic Generation of To-Do Items from Emails,"Sudipto Mukherjee, Subhabrata Mukherjee, Marcello Hasegawa, Ahmed Hassan Awadallah and Ryen White",short
738,Social Biases in NLP Models as Barriers for Persons with Disabilities,"Ben Hutchinson, Vinodkumar Prabhakaran, Emily Denton, Kellie Webster, Yu Zhong and Stephen Denuyl",short
739,Soft Gazetteers for Low-Resource Named Entity Recognition,"Shruti Rijhwani, Shuyan Zhou, Graham Neubig and Jaime Carbonell",short
740,Span-ConveRT: Few-shot Span Extraction for Dialog with Pretrained Conversational Representations,"Samuel Coope, Tyler Farghly, Daniela Gerz, Ivan Vulić and Matthew Henderson",short
741,Stolen Probability: A Structural Weakness of Neural Language Models,"David Demeter, Gregory Kimmel and Doug Downey",short
742,Successfully Applying the Stabilized Lottery Ticket Hypothesis to the Transformer Architecture,"Christopher Brix, Parnia Bahar and Hermann Ney",short
743,SUPERT: Towards New Frontiers in Unsupervised Evaluation Metrics for Multi-Document Summarization,"Yang Gao, Wei Zhao and Steffen Eger",short
744,Supervised Grapheme-to-Phoneme Conversion of Orthographic Schwas in Hindi and Punjabi,"Aryaman Arora, Luke Gessler and Nathan Schneider",short
745,Syntactic Data Augmentation Increases Robustness to Inference Heuristics,"Junghyun Min, R. Thomas McCoy, Dipanjan Das, Emily Pitler and Tal Linzen",short
746,Tagged Back-translation Revisited: Why Does It Really Work?,"Benjamin Marie, Raphael Rubino and Atsushi Fujita",short
747,tBERT: Topic Models and BERT Joining Forces for Semantic Similarity Detection,"Nicole Peinelt, Dong Nguyen and Maria Liakata",short
748,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,"Alexander Fabbri, Patrick Ng, Zhiguo Wang, Ramesh Nallapati and Bing Xiang",short
749,Tetra-Tagging: Word-Synchronous Parsing with Linear-Time Inference,Nikita Kitaev and Dan Klein,short
750,Text Classification with Negative Supervision,"Sora Ohashi, Junya Takayama, Tomoyuki Kajiwara, Chenhui Chu and Yuki Arase",short
751,To Pretrain or Not to Pretrain: Examining the Benefits of Pretrainng on Resource Rich Tasks,"Sinong Wang, Madian Khabsa and Hao Ma",short
752,Topological Sort for Sentence Ordering,"Shrimai Prabhumoye, Ruslan Salakhutdinov and Alan W Black",short
753,Toward Better Storylines with Sentence-Level Language Models,"Daphne Ippolito, David Grangier, Douglas Eck and Chris Callison-Burch",short
754,Towards Better Non-Tree Argument Mining: Proposition-Level Biaffine Parsing with Task-Specific Parameterization,"Gaku Morio, Hiroaki Ozaki, Terufumi Morishita, Yuta Koreeda and Kohsuke Yanai",short
755,Towards end-2-end learning for predicting behavior codes from spoken utterances in psychotherapy conversations,"Karan Singla, Zhuohao Chen, David Atkins and Shrikanth Narayanan",short
756,Towards Faithfully Interpretable NLP Systems: How should we define and evaluate faithfulness?,Alon Jacovi and Yoav Goldberg,short
757,Towards Open Domain Event Trigger Identification using Adversarial Domain Adaptation,Aakanksha Naik and Carolyn Rose,short
758,Transformers to Learn Hierarchical Contexts in Multiparty Dialogue for Span-based Question Answering,Changmao Li and Jinho D. Choi,short
759,Treebank Embedding Vectors for Out-of-domain Dependency Parsing,"Joachim Wagner, James Barry and Jennifer Foster",short
760,Tree-Structured Neural Topic Model,"Masaru Isonuma, Junichiro Mori, Danushka Bollegala and Ichiro Sakata",short
761,TriggerNER: Learning with Entity Triggers as Explanations for Named Entity Recognition,"Bill Yuchen Lin, Dong-Ho Lee, Ming Shen, Ryan Moreno, Xiao Huang, Prashant Shiralkar and Xiang Ren",short
762,"Two Birds, One Stone: A Simple, Unified Model for Text Generation from Structured and Unstructured Data","Hamidreza Shahidi, Ming Li and Jimmy Lin",short
763,Uncertain Natural Language Inference,"Tongfei Chen, Zhengping Jiang, Adam Poliak, Keisuke Sakaguchi and Benjamin Van Durme",short
764,Understanding Advertisements with BERT,"Kanika Kalra, Bhargav Kurma, Silpa Vadakkeeveetil Sreelatha, Manasi Patwardhan and Shirish Karande",short
765,Unsupervised FAQ Retrieval with Question Generation and BERT,"Yosi Mass, Boaz Carmeli, Haggai Roitman and David Konopnicki",short
766,Using Context in Neural Machine Translation Training Objectives,"Danielle Saunders, Felix Stahlberg and Bill Byrne",short
767,Variational Neural Machine Translation with Normalizing Flows,"Hendra Setiawan, Matthias Sperber, Udhyakumar Nallasamy and Matthias Paulik",short
768,Verbal Multiword Expressions for Identification of Metaphor,"Omid Rohanian, Marek Rei, Shiva Taslimipoor and Le An Ha",short
769,Video-Grounded Dialogues with Pretrained Generation Language Models,Hung Le and Steven C.H. Hoi,short
770,What Does BERT with Vision Look At?,"Liunian Harold Li, Mark Yatskar, Da Yin, Cho-Jui Hsieh and Kai-Wei Chang",short
